date,rank,song,artist,last_week_rank,peak_rank,weeks_on_board,year,month,week
2016-03-26,11,No,Meghan Trainor,NA,11,1,2016,3,13
2016-03-26,12,Hello,Adele,11,1,20,2016,3,13
2016-03-26,13,Hands To Myself,Selena Gomez,15,7,14,2016,3,13
2016-03-26,14,Roses,The Chainsmokers Ft. Rozes,13,6,21,2016,3,13
2016-03-26,15,One Call Away,Charlie Puth,16,12,15,2016,3,13
2016-03-26,16,Work From Home,Fifth Harmony Ft. Ty Dolla $ign,12,12,2,2016,3,13
2016-03-26,17,Stitches,Shawn Mendes,17,4,42,2016,3,13
2016-03-26,18,Down In The DM,Yo Gotti Ft. Nicki Minaj,18,13,15,2016,3,13
2016-03-26,19,Don't,Bryson Tiller,19,13,24,2016,3,13
2016-03-26,20,Piece By Piece,Kelly Clarkson,8,8,2,2016,3,13
2016-03-26,21,2 Phones,Kevin Gates,25,21,10,2016,3,13
2016-03-26,22,Never Forget You,Zara Larsson Ft. MNEK,34,22,4,2016,3,13
2016-03-26,23,Jumpman,Drake Ft. Future,22,12,25,2016,3,13
2016-03-26,24,The Hills,The Weeknd,21,1,42,2016,3,13
2016-03-26,25,Back To Sleep,Chris Brown,20,20,13,2016,3,13
2016-03-26,26,Exchange,Bryson Tiller,36,26,20,2016,3,13
2016-03-26,27,Hotline Bling,Drake,24,2,32,2016,3,13
2016-03-26,28,When We Were Young,Adele,23,14,16,2016,3,13
2016-03-26,29,Summer Sixteen,Drake,30,6,6,2016,3,13
2016-03-26,30,Say It,Tory Lanez,32,23,21,2016,3,13
2016-03-26,31,Middle,DJ Snake Ft. Bipolar Sunshine,50,31,8,2016,3,13
2016-03-26,32,Here,Alessia Cara,33,5,32,2016,3,13
2016-03-26,33,Oui,Jeremih,27,27,10,2016,3,13
2016-03-26,34,What Do You Mean?,Justin Bieber,29,1,28,2016,3,13
2016-03-26,35,Same Old Love,Selena Gomez,26,5,26,2016,3,13
2016-03-26,36,In The Night,The Weeknd,28,12,18,2016,3,13
2016-03-26,37,Hide Away,Daya,31,23,25,2016,3,13
2016-03-26,38,You Should Be Here,Cole Swindell,43,38,13,2016,3,13
2016-03-26,39,679,Fetty Wap Ft. Remy Boyz,35,4,37,2016,3,13
2016-03-26,40,Ex's & Oh's,Elle King,40,10,36,2016,3,13
2016-03-26,41,Die A Happy Man,Thomas Rhett,38,21,25,2016,3,13
2016-03-26,42,Like I'm Gonna Lose You,Meghan Trainor Ft. John Legend,37,8,36,2016,3,13
2016-03-26,43,Low Life,Future Ft. The Weeknd,56,43,5,2016,3,13
2016-03-26,44,Sugar,Robin Schulz Ft. Francesco Yates,45,44,10,2016,3,13
2016-03-26,45,Can't Feel My Face,The Weeknd,39,1,40,2016,3,13
2016-03-26,46,White Iverson,Post Malone,44,14,27,2016,3,13
2016-03-26,47,Stand By You,Rachel Platten,42,37,17,2016,3,13
2016-03-26,48,Heartbeat,Carrie Underwood,46,42,10,2016,3,13
2016-03-26,49,Drunk On Your Love,Brett Eldredge,54,49,9,2016,3,13
2016-03-26,50,Let It Go,James Bay,52,35,12,2016,3,13
2016-03-26,51,My Church,Maren Morris,55,51,7,2016,3,13
2016-03-26,52,Something In The Way You Move,Ellie Goulding,53,43,7,2016,3,13
2016-03-26,53,Adventure Of A Lifetime,Coldplay,41,13,18,2016,3,13
2016-03-26,54,Came Here To Forget,Blake Shelton,NA,54,1,2016,3,13
2016-03-26,55,Beautiful Drug,Zac Brown Band,57,55,16,2016,3,13
2016-03-26,56,Best Friend,Young Thug,51,45,16,2016,3,13
2016-03-26,57,Humble And Kind,Tim McGraw,67,57,5,2016,3,13
2016-03-26,58,Youth,Troye Sivan,58,58,6,2016,3,13
2016-03-26,59,Really Really,Kevin Gates,64,59,12,2016,3,13
2016-03-26,60,Confession,Florida Georgia Line,62,60,11,2016,3,13
2016-03-26,61,Somewhere On A Beach,Dierks Bentley,68,61,6,2016,3,13
2016-03-26,62,Snapback,Old Dominion,70,62,7,2016,3,13
2016-03-26,63,Don't Let Me Down,The Chainsmokers Ft. Daya,76,63,4,2016,3,13
2016-03-26,64,Think Of You,Chris Young Duet With Cassadee Pope,69,64,4,2016,3,13
2016-03-26,65,Backroad Song,Granger Smith,71,49,14,2016,3,13
2016-03-26,66,Try Everything,Shakira,NA,66,1,2016,3,13
2016-03-26,67,I Like The Sound Of That,Rascal Flatts,72,67,7,2016,3,13
2016-03-26,68,Needed Me,Rihanna,66,64,6,2016,3,13
2016-03-26,69,Wild Things,Alessia Cara,80,69,3,2016,3,13
2016-03-26,70,Home Alone Tonight,Luke Bryan Ft. Karen Fairchild,63,38,16,2016,3,13
2016-03-26,71,I Know What You Did Last Summer,Shawn Mendes Ft. Camila Cabello,61,20,17,2016,3,13
2016-03-26,72,Panda,Desiigner,94,72,3,2016,3,13
2016-03-26,73,New Romantics,Taylor Swift,NA,71,2,2016,3,13
2016-03-26,74,Jimmy Choo,Fetty Wap,73,65,5,2016,3,13
2016-03-26,75,We Went,Randy Houser,60,60,12,2016,3,13
2016-03-26,76,The Sound Of Silence,Disturbed,81,76,3,2016,3,13
2016-03-26,77,Acquainted,The Weeknd,75,60,11,2016,3,13
2016-03-26,78,Nobody To Blame,Chris Stapleton,74,70,10,2016,3,13
2016-03-26,79,Untitled 02 l 06.23.2014.,Kendrick Lamar,NA,79,1,2016,3,13
2016-03-26,80,Cut It,O.T. Genasis Ft. Young Dolph,85,80,3,2016,3,13
2016-03-26,81,Break On Me.,Keith Urban,65,54,11,2016,3,13
2016-03-26,82,Might Be,DJ Luke Nasty,78,78,4,2016,3,13
2016-03-26,83,American Country Love Song,Jake Owen,NA,83,1,2016,3,13
2016-03-26,84,T-Shirt,Thomas Rhett,92,84,2,2016,3,13
2016-03-26,85,Promise,Kid Ink Ft. Fetty Wap,83,82,4,2016,3,13
2016-03-26,86,Little Bit Of You,Chase Bryant,82,82,5,2016,3,13
2016-03-26,87,Lost Boy,Ruth B,86,75,3,2016,3,13
2016-03-26,88,Mind Reader,Dustin Lynch,84,84,3,2016,3,13
2016-03-26,89,Company,Justin Bieber,NA,53,5,2016,3,13
2016-03-26,90,Untitled 07 l Levitate,Kendrick Lamar,NA,90,1,2016,3,13
2016-03-26,91,Watch Out,2 Chainz,98,64,11,2016,3,13
2016-03-26,92,Cheap Thrills,Sia Ft. Sean Paul,91,81,4,2016,3,13
2016-03-26,93,That Don't Sound Like You,Lee Brice,88,88,4,2016,3,13
2016-03-26,94,Might Not,Belly Ft. The Weeknd,96,94,3,2016,3,13
2016-03-26,95,Saved,Ty Dolla $ign Ft. E-40,90,90,3,2016,3,13
2016-03-26,96,Something New,Zendaya Ft. Chris Brown,NA,96,1,2016,3,13
2016-03-26,97,Get Ugly,Jason Derulo,77,52,12,2016,3,13
2016-03-26,98,Head Over Boots,Jon Pardi,97,97,2,2016,3,13
2016-03-26,99,Sorry Not Sorry,Bryson Tiller,93,67,13,2016,3,13
2016-03-26,100,Gotta Lotta,2 Chainz Ft. Lil Wayne,NA,100,1,2016,3,13
2016-04-02,1,Work,Rihanna Ft. Drake,1,1,8,2016,4,14
2016-04-02,2,Love Yourself,Justin Bieber,2,1,18,2016,4,14
2016-04-02,3,7 Years,Lukas Graham,5,3,9,2016,4,14
2016-04-02,4,Stressed Out,twenty one pilots,3,2,26,2016,4,14
2016-04-02,5,My House,Flo Rida,4,4,19,2016,4,14
2016-04-02,6,Pillowtalk,Zayn,6,1,7,2016,4,14
2016-04-02,7,"Me, Myself & I",G-Eazy x Bebe Rexha,7,7,20,2016,4,14
2016-04-02,8,Sorry,Justin Bieber,8,1,21,2016,4,14
2016-04-02,9,Cake By The Ocean,DNCE,9,9,22,2016,4,14
2016-04-02,10,Dangerous Woman,Ariana Grande,NA,10,1,2016,4,14
2016-04-02,11,I Took A Pill In Ibiza,Mike Posner,10,10,9,2016,4,14
2016-04-02,12,No,Meghan Trainor,11,11,2,2016,4,14
2016-04-02,13,Work From Home,Fifth Harmony Ft. Ty Dolla $ign,16,12,3,2016,4,14
2016-04-02,14,One Call Away,Charlie Puth,15,12,16,2016,4,14
2016-04-02,15,Hands To Myself,Selena Gomez,13,7,15,2016,4,14
2016-04-02,16,Hello,Adele,12,1,21,2016,4,14
2016-04-02,17,Roses,The Chainsmokers Ft. Rozes,14,6,22,2016,4,14
2016-04-02,18,2 Phones,Kevin Gates,21,18,11,2016,4,14
2016-04-02,19,Never Forget You,Zara Larsson Ft. MNEK,22,19,5,2016,4,14
2016-04-02,20,Stitches,Shawn Mendes,17,4,43,2016,4,14
2016-04-02,21,Don't,Bryson Tiller,19,13,25,2016,4,14
2016-04-02,22,Down In The DM,Yo Gotti Ft. Nicki Minaj,18,13,16,2016,4,14
2016-04-02,23,Youth,Troye Sivan,58,23,7,2016,4,14
2016-04-02,24,Jumpman,Drake Ft. Future,23,12,26,2016,4,14
2016-04-02,25,The Hills,The Weeknd,24,1,43,2016,4,14
2016-04-02,26,Middle,DJ Snake Ft. Bipolar Sunshine,31,26,9,2016,4,14
2016-04-02,27,Oui,Jeremih,33,27,11,2016,4,14
2016-04-02,28,Hotline Bling,Drake,27,2,33,2016,4,14
2016-04-02,29,Back To Sleep,Chris Brown,25,20,14,2016,4,14
2016-04-02,30,Exchange,Bryson Tiller,26,26,21,2016,4,14
2016-04-02,31,Summer Sixteen,Drake,29,6,7,2016,4,14
2016-04-02,32,You Should Be Here,Cole Swindell,38,32,14,2016,4,14
2016-04-02,33,Panda,Desiigner,72,33,4,2016,4,14
2016-04-02,34,When We Were Young,Adele,28,14,17,2016,4,14
2016-04-02,35,Low Life,Future Ft. The Weeknd,43,35,6,2016,4,14
2016-04-02,36,What Do You Mean?,Justin Bieber,34,1,29,2016,4,14
2016-04-02,37,Say It,Tory Lanez,30,23,22,2016,4,14
2016-04-02,38,Let It Go,James Bay,50,35,13,2016,4,14
2016-04-02,39,Here,Alessia Cara,32,5,33,2016,4,14
2016-04-02,40,679,Fetty Wap Ft. Remy Boyz,39,4,38,2016,4,14
2016-04-02,41,Hide Away,Daya,37,23,26,2016,4,14
2016-04-02,42,Came Here To Forget,Blake Shelton,54,42,2,2016,4,14
2016-04-02,43,Die A Happy Man,Thomas Rhett,41,21,26,2016,4,14
2016-04-02,44,Drunk On Your Love,Brett Eldredge,49,44,10,2016,4,14
2016-04-02,45,Same Old Love,Selena Gomez,35,5,27,2016,4,14
2016-04-02,46,Like I'm Gonna Lose You,Meghan Trainor Ft. John Legend,42,8,37,2016,4,14
2016-04-02,47,In The Night,The Weeknd,36,12,19,2016,4,14
2016-04-02,48,Ex's & Oh's,Elle King,40,10,37,2016,4,14
2016-04-02,49,White Iverson,Post Malone,46,14,28,2016,4,14
2016-04-02,50,Can't Feel My Face,The Weeknd,45,1,41,2016,4,14
2016-04-02,51,Sugar,Robin Schulz Ft. Francesco Yates,44,44,11,2016,4,14
2016-04-02,52,Beautiful Drug,Zac Brown Band,55,52,17,2016,4,14
2016-04-02,53,My Church,Maren Morris,51,51,8,2016,4,14
2016-04-02,54,Don't Let Me Down,The Chainsmokers Ft. Daya,63,54,5,2016,4,14
2016-04-02,55,Like I Would,Zayn,NA,55,1,2016,4,14
2016-04-02,56,Heartbeat,Carrie Underwood,48,42,11,2016,4,14
2016-04-02,57,Best Friend,Young Thug,56,45,17,2016,4,14
2016-04-02,58,Humble And Kind,Tim McGraw,57,57,6,2016,4,14
2016-04-02,59,Somewhere On A Beach,Dierks Bentley,61,59,7,2016,4,14
2016-04-02,60,Confession,Florida Georgia Line,60,60,12,2016,4,14
2016-04-02,61,Stand By You,Rachel Platten,47,37,18,2016,4,14
2016-04-02,62,Really Really,Kevin Gates,59,59,13,2016,4,14
2016-04-02,63,Try Everything,Shakira,66,63,2,2016,4,14
2016-04-02,64,Snapback,Old Dominion,62,62,8,2016,4,14
2016-04-02,65,Adventure Of A Lifetime,Coldplay,53,13,19,2016,4,14
2016-04-02,66,Wild Things,Alessia Cara,69,66,4,2016,4,14
2016-04-02,67,I Like The Sound Of That,Rascal Flatts,67,67,8,2016,4,14
2016-04-02,68,Think Of You,Chris Young Duet With Cassadee Pope,64,64,5,2016,4,14
2016-04-02,69,New Romantics,Taylor Swift,73,69,3,2016,4,14
2016-04-02,70,Piece By Piece,Kelly Clarkson,20,8,3,2016,4,14
2016-04-02,71,Needed Me,Rihanna,68,64,7,2016,4,14
2016-04-02,72,Something In The Way You Move,Ellie Goulding,52,43,8,2016,4,14
2016-04-02,73,The Sound Of Silence,Disturbed,76,73,4,2016,4,14
2016-04-02,74,Cut It,O.T. Genasis Ft. Young Dolph,80,74,4,2016,4,14
2016-04-02,75,Promise,Kid Ink Ft. Fetty Wap,85,75,5,2016,4,14
2016-04-02,76,Acquainted,The Weeknd,77,60,12,2016,4,14
2016-04-02,77,Company,Justin Bieber,89,53,6,2016,4,14
2016-04-02,78,Jimmy Choo,Fetty Wap,74,65,6,2016,4,14
2016-04-02,79,Lost Boy,Ruth B,87,75,4,2016,4,14
2016-04-02,80,T-Shirt,Thomas Rhett,84,80,3,2016,4,14
2016-04-02,81,Nobody To Blame,Chris Stapleton,78,70,11,2016,4,14
2016-04-02,82,I Know What You Did Last Summer,Shawn Mendes Ft. Camila Cabello,71,20,18,2016,4,14
2016-04-02,83,Might Not,Belly Ft. The Weeknd,94,83,4,2016,4,14
2016-04-02,84,Might Be,DJ Luke Nasty,82,78,5,2016,4,14
2016-04-02,85,Home Alone Tonight,Luke Bryan Ft. Karen Fairchild,70,38,17,2016,4,14
2016-04-02,86,Mind Reader,Dustin Lynch,88,84,4,2016,4,14
2016-04-02,87,Cheap Thrills,Sia Ft. Sean Paul,92,81,5,2016,4,14
2016-04-02,88,Little Bit Of You,Chase Bryant,86,82,6,2016,4,14
2016-04-02,89,Backroad Song,Granger Smith,65,49,15,2016,4,14
2016-04-02,90,Saved,Ty Dolla $ign Ft. E-40,95,90,4,2016,4,14
2016-04-02,91,We Went,Randy Houser,75,60,13,2016,4,14
2016-04-02,92,That Don't Sound Like You,Lee Brice,93,88,5,2016,4,14
2016-04-02,93,Something New,Zendaya Ft. Chris Brown,96,93,2,2016,4,14
2016-04-02,94,Head Over Boots,Jon Pardi,98,94,3,2016,4,14
2016-04-02,95,Sorry Not Sorry,Bryson Tiller,99,67,14,2016,4,14
2016-04-02,96,Ride,twenty one pilots,NA,96,1,2016,4,14
2016-04-02,97,Make Me Like You,Gwen Stefani,NA,54,3,2016,4,14
2016-04-02,98,Light It Up,Major Lazer Ft. Nyla Ft. Fuse ODG,NA,98,1,2016,4,14
2016-04-02,99,Break On Me.,Keith Urban,81,54,12,2016,4,14
2016-04-02,100,Fast Car,Jonas Blue Ft. Dakota,NA,100,1,2016,4,14
2016-04-09,1,Work,Rihanna Ft. Drake,1,1,9,2016,4,15
2016-04-09,2,7 Years,Lukas Graham,3,2,10,2016,4,15
2016-04-09,3,Love Yourself,Justin Bieber,2,1,19,2016,4,15
2016-04-09,4,My House,Flo Rida,5,4,20,2016,4,15
2016-04-09,5,Stressed Out,twenty one pilots,4,2,27,2016,4,15
2016-04-09,6,No,Meghan Trainor,12,6,3,2016,4,15
2016-04-09,7,"Me, Myself & I",G-Eazy x Bebe Rexha,7,7,21,2016,4,15
2016-04-09,8,Pillowtalk,Zayn,6,1,8,2016,4,15
2016-04-09,9,Cake By The Ocean,DNCE,9,9,23,2016,4,15
2016-04-09,10,I Took A Pill In Ibiza,Mike Posner,11,10,10,2016,4,15
2016-04-09,11,Sorry,Justin Bieber,8,1,22,2016,4,15
2016-04-09,12,Work From Home,Fifth Harmony Ft. Ty Dolla $ign,13,12,4,2016,4,15
2016-04-09,13,Dangerous Woman,Ariana Grande,10,10,2,2016,4,15
2016-04-09,14,One Call Away,Charlie Puth,14,12,17,2016,4,15
2016-04-09,15,Hands To Myself,Selena Gomez,15,7,16,2016,4,15
2016-04-09,16,Roses,The Chainsmokers Ft. Rozes,17,6,23,2016,4,15
2016-04-09,17,Never Forget You,Zara Larsson Ft. MNEK,19,17,6,2016,4,15
2016-04-09,18,2 Phones,Kevin Gates,18,18,12,2016,4,15
2016-04-09,19,Hello,Adele,16,1,22,2016,4,15
2016-04-09,20,Middle,DJ Snake Ft. Bipolar Sunshine,26,20,10,2016,4,15
2016-04-09,21,Panda,Desiigner,33,21,5,2016,4,15
2016-04-09,22,Stitches,Shawn Mendes,20,4,44,2016,4,15
2016-04-09,23,Don't,Bryson Tiller,21,13,26,2016,4,15
2016-04-09,24,Oui,Jeremih,27,24,12,2016,4,15
2016-04-09,25,Down In The DM,Yo Gotti Ft. Nicki Minaj,22,13,17,2016,4,15
2016-04-09,26,Exchange,Bryson Tiller,30,26,22,2016,4,15
2016-04-09,27,Jumpman,Drake Ft. Future,24,12,27,2016,4,15
2016-04-09,28,The Hills,The Weeknd,25,1,44,2016,4,15
2016-04-09,29,Low Life,Future Ft. The Weeknd,35,29,7,2016,4,15
2016-04-09,30,Back To Sleep,Chris Brown,29,20,15,2016,4,15
2016-04-09,31,Don't Let Me Down,The Chainsmokers Ft. Daya,54,31,6,2016,4,15
2016-04-09,32,You Should Be Here,Cole Swindell,32,32,15,2016,4,15
2016-04-09,33,Summer Sixteen,Drake,31,6,8,2016,4,15
2016-04-09,34,Hotline Bling,Drake,28,2,34,2016,4,15
2016-04-09,35,Let It Go,James Bay,38,35,14,2016,4,15
2016-04-09,36,Youth,Troye Sivan,23,23,8,2016,4,15
2016-04-09,37,What Do You Mean?,Justin Bieber,36,1,30,2016,4,15
2016-04-09,38,Say It,Tory Lanez,37,23,23,2016,4,15
2016-04-09,39,679,Fetty Wap Ft. Remy Boyz,40,4,39,2016,4,15
2016-04-09,40,Drunk On Your Love,Brett Eldredge,44,40,11,2016,4,15
2016-04-09,41,Like I'm Gonna Lose You,Meghan Trainor Ft. John Legend,46,8,38,2016,4,15
2016-04-09,42,Team,Iggy Azalea,NA,42,1,2016,4,15
2016-04-09,43,Be Alright,Ariana Grande,NA,43,1,2016,4,15
2016-04-09,44,Die A Happy Man,Thomas Rhett,43,21,27,2016,4,15
2016-04-09,45,White Iverson,Post Malone,49,14,29,2016,4,15
2016-04-09,46,Hide Away,Daya,41,23,27,2016,4,15
2016-04-09,47,Here,Alessia Cara,39,5,34,2016,4,15
2016-04-09,48,Same Old Love,Selena Gomez,45,5,28,2016,4,15
2016-04-09,49,Ex's & Oh's,Elle King,48,10,38,2016,4,15
2016-04-09,50,When We Were Young,Adele,34,14,18,2016,4,15
2016-04-09,51,Humble And Kind,Tim McGraw,58,51,7,2016,4,15
2016-04-09,52,In The Night,The Weeknd,47,12,20,2016,4,15
2016-04-09,53,My Church,Maren Morris,53,51,9,2016,4,15
2016-04-09,54,Somewhere On A Beach,Dierks Bentley,59,54,8,2016,4,15
2016-04-09,55,Confession,Florida Georgia Line,60,55,13,2016,4,15
2016-04-09,56,I Like The Sound Of That,Rascal Flatts,67,56,9,2016,4,15
2016-04-09,57,Think Of You,Chris Young Duet With Cassadee Pope,68,57,6,2016,4,15
2016-04-09,58,Wild Things,Alessia Cara,66,58,5,2016,4,15
2016-04-09,59,Really Really,Kevin Gates,62,59,14,2016,4,15
2016-04-09,60,Snapback,Old Dominion,64,60,9,2016,4,15
2016-04-09,61,Came Here To Forget,Blake Shelton,42,42,3,2016,4,15
2016-04-09,62,New Romantics,Taylor Swift,69,62,4,2016,4,15
2016-04-09,63,Sugar,Robin Schulz Ft. Francesco Yates,51,44,12,2016,4,15
2016-04-09,64,Needed Me,Rihanna,71,64,8,2016,4,15
2016-04-09,65,Best Friend,Young Thug,57,45,18,2016,4,15
2016-04-09,66,Company,Justin Bieber,77,53,7,2016,4,15
2016-04-09,67,Lost Boy,Ruth B,79,67,5,2016,4,15
2016-04-09,68,Cut It,O.T. Genasis Ft. Young Dolph,74,68,5,2016,4,15
2016-04-09,69,The Sound Of Silence,Disturbed,73,69,5,2016,4,15
2016-04-09,70,Promise,Kid Ink Ft. Fetty Wap,75,70,6,2016,4,15
2016-04-09,71,Cheap Thrills,Sia Ft. Sean Paul,87,71,6,2016,4,15
2016-04-09,72,Beautiful Drug,Zac Brown Band,52,52,18,2016,4,15
2016-04-09,73,Acquainted,The Weeknd,76,60,13,2016,4,15
2016-04-09,74,T-Shirt,Thomas Rhett,80,74,4,2016,4,15
2016-04-09,75,Heartbeat,Carrie Underwood,56,42,12,2016,4,15
2016-04-09,76,Adventure Of A Lifetime,Coldplay,65,13,20,2016,4,15
2016-04-09,77,Stand By You,Rachel Platten,61,37,19,2016,4,15
2016-04-09,78,Piece By Piece,Kelly Clarkson,70,8,4,2016,4,15
2016-04-09,79,Jimmy Choo,Fetty Wap,78,65,7,2016,4,15
2016-04-09,80,Make Me Like You,Gwen Stefani,97,54,4,2016,4,15
2016-04-09,81,Might Not,Belly Ft. The Weeknd,83,81,5,2016,4,15
2016-04-09,82,Nobody To Blame,Chris Stapleton,81,70,12,2016,4,15
2016-04-09,83,Might Be,DJ Luke Nasty,84,78,6,2016,4,15
2016-04-09,84,Mind Reader,Dustin Lynch,86,84,5,2016,4,15
2016-04-09,85,Little Bit Of You,Chase Bryant,88,82,7,2016,4,15
2016-04-09,86,Try Everything,Shakira,63,63,3,2016,4,15
2016-04-09,87,Something In The Way You Move,Ellie Goulding,72,43,9,2016,4,15
2016-04-09,88,I Know What You Did Last Summer,Shawn Mendes Ft. Camila Cabello,82,20,19,2016,4,15
2016-04-09,89,Saved,Ty Dolla $ign Ft. E-40,90,89,5,2016,4,15
2016-04-09,90,That Don't Sound Like You,Lee Brice,92,88,6,2016,4,15
2016-04-09,91,Home Alone Tonight,Luke Bryan Ft. Karen Fairchild,85,38,18,2016,4,15
2016-04-09,92,Head Over Boots,Jon Pardi,94,92,4,2016,4,15
2016-04-09,93,Like I Would,Zayn,55,55,2,2016,4,15
2016-04-09,94,Backroad Song,Granger Smith,89,49,16,2016,4,15
2016-04-09,95,Light It Up,Major Lazer Ft. Nyla Ft. Fuse ODG,98,95,2,2016,4,15
2016-04-09,96,Ride,twenty one pilots,96,96,2,2016,4,15
2016-04-09,97,Something New,Zendaya Ft. Chris Brown,93,93,3,2016,4,15
2016-04-09,98,Body,Dreezy Ft. Jeremih,NA,98,1,2016,4,15
2016-04-09,99,Sorry Not Sorry,Bryson Tiller,95,67,15,2016,4,15
2016-04-09,100,Fast Car,Jonas Blue Ft. Dakota,100,100,2,2016,4,15
2016-04-16,1,Work,Rihanna Ft. Drake,1,1,10,2016,4,16
2016-04-16,2,7 Years,Lukas Graham,2,2,11,2016,4,16
2016-04-16,3,No,Meghan Trainor,6,3,4,2016,4,16
2016-04-16,4,Pillowtalk,Zayn,8,1,9,2016,4,16
2016-04-16,5,Love Yourself,Justin Bieber,3,1,20,2016,4,16
2016-04-16,6,My House,Flo Rida,4,4,21,2016,4,16
2016-04-16,7,Stressed Out,twenty one pilots,5,2,28,2016,4,16
2016-04-16,8,"Me, Myself & I",G-Eazy x Bebe Rexha,7,7,22,2016,4,16
2016-04-16,9,I Took A Pill In Ibiza,Mike Posner,10,9,11,2016,4,16
2016-04-16,10,Work From Home,Fifth Harmony Ft. Ty Dolla $ign,12,10,5,2016,4,16
2016-04-16,11,Cake By The Ocean,DNCE,9,9,24,2016,4,16
2016-04-16,12,Dangerous Woman,Ariana Grande,13,10,3,2016,4,16
2016-04-16,13,Sorry,Justin Bieber,11,1,23,2016,4,16
2016-04-16,14,Panda,Desiigner,21,14,6,2016,4,16
2016-04-16,15,Never Forget You,Zara Larsson Ft. MNEK,17,15,7,2016,4,16
2016-04-16,16,One Call Away,Charlie Puth,14,12,18,2016,4,16
2016-04-16,17,Hands To Myself,Selena Gomez,15,7,17,2016,4,16
2016-04-16,18,2 Phones,Kevin Gates,18,18,13,2016,4,16
2016-04-16,19,Hello,Adele,19,1,23,2016,4,16
2016-04-16,20,Roses,The Chainsmokers Ft. Rozes,16,6,24,2016,4,16
2016-04-16,21,Oui,Jeremih,24,21,13,2016,4,16
2016-04-16,22,Middle,DJ Snake Ft. Bipolar Sunshine,20,20,11,2016,4,16
2016-04-16,23,Stitches,Shawn Mendes,22,4,45,2016,4,16
2016-04-16,24,Don't,Bryson Tiller,23,13,27,2016,4,16
2016-04-16,25,Don't Let Me Down,The Chainsmokers Ft. Daya,31,25,7,2016,4,16
2016-04-16,26,Down In The DM,Yo Gotti Ft. Nicki Minaj,25,13,18,2016,4,16
2016-04-16,27,Close,Nick Jonas Ft. Tove Lo,NA,27,1,2016,4,16
2016-04-16,28,Low Life,Future Ft. The Weeknd,29,28,8,2016,4,16
2016-04-16,29,Exchange,Bryson Tiller,26,26,23,2016,4,16
2016-04-16,30,Let It Go,James Bay,35,30,15,2016,4,16
2016-04-16,31,You Should Be Here,Cole Swindell,32,31,16,2016,4,16
2016-04-16,32,Jumpman,Drake Ft. Future,27,12,28,2016,4,16
2016-04-16,33,The Hills,The Weeknd,28,1,45,2016,4,16
2016-04-16,34,Youth,Troye Sivan,36,23,9,2016,4,16
2016-04-16,35,Drunk On Your Love,Brett Eldredge,40,35,12,2016,4,16
2016-04-16,36,Summer Sixteen,Drake,33,6,9,2016,4,16
2016-04-16,37,Back To Sleep,Chris Brown,30,20,16,2016,4,16
2016-04-16,38,Hotline Bling,Drake,34,2,35,2016,4,16
2016-04-16,39,Cheap Thrills,Sia Ft. Sean Paul,71,39,7,2016,4,16
2016-04-16,40,679,Fetty Wap Ft. Remy Boyz,39,4,40,2016,4,16
2016-04-16,41,What Do You Mean?,Justin Bieber,37,1,31,2016,4,16
2016-04-16,42,Say It,Tory Lanez,38,23,24,2016,4,16
2016-04-16,43,Somewhere On A Beach,Dierks Bentley,54,43,9,2016,4,16
2016-04-16,44,Humble And Kind,Tim McGraw,51,44,8,2016,4,16
2016-04-16,45,Die A Happy Man,Thomas Rhett,44,21,28,2016,4,16
2016-04-16,46,Like I'm Gonna Lose You,Meghan Trainor Ft. John Legend,41,8,39,2016,4,16
2016-04-16,47,Lost Boy,Ruth B,67,47,6,2016,4,16
2016-04-16,48,Came Here To Forget,Blake Shelton,61,42,4,2016,4,16
2016-04-16,49,White Iverson,Post Malone,45,14,30,2016,4,16
2016-04-16,50,My Church,Maren Morris,53,50,10,2016,4,16
2016-04-16,51,The Sound Of Silence,Disturbed,69,51,6,2016,4,16
2016-04-16,52,I Like The Sound Of That,Rascal Flatts,56,52,10,2016,4,16
2016-04-16,53,Think Of You,Chris Young Duet With Cassadee Pope,57,53,7,2016,4,16
2016-04-16,54,Really Really,Kevin Gates,59,54,15,2016,4,16
2016-04-16,55,Snapback,Old Dominion,60,55,10,2016,4,16
2016-04-16,56,Confession,Florida Georgia Line,55,55,14,2016,4,16
2016-04-16,57,Company,Justin Bieber,66,53,8,2016,4,16
2016-04-16,58,When We Were Young,Adele,50,14,19,2016,4,16
2016-04-16,59,Needed Me,Rihanna,64,59,9,2016,4,16
2016-04-16,60,Wild Things,Alessia Cara,58,58,6,2016,4,16
2016-04-16,61,New Romantics,Taylor Swift,62,61,5,2016,4,16
2016-04-16,62,Cut It,O.T. Genasis Ft. Young Dolph,68,62,6,2016,4,16
2016-04-16,63,T-Shirt,Thomas Rhett,74,63,5,2016,4,16
2016-04-16,64,That Don't Sound Like You,Lee Brice,90,64,7,2016,4,16
2016-04-16,65,Try Everything,Shakira,86,63,4,2016,4,16
2016-04-16,66,Best Friend,Young Thug,65,45,19,2016,4,16
2016-04-16,67,Promise,Kid Ink Ft. Fetty Wap,70,67,7,2016,4,16
2016-04-16,68,Sugar,Robin Schulz Ft. Francesco Yates,63,44,13,2016,4,16
2016-04-16,69,Jimmy Choo,Fetty Wap,79,65,8,2016,4,16
2016-04-16,70,Acquainted,The Weeknd,73,60,14,2016,4,16
